,method,K,radius,noise_level,run
1070,lin,6,10,6,20
1071,lin,6,10,6,21
1072,lin,6,10,6,22
1073,lin,6,10,6,23
1074,lin,6,10,6,24
1075,lin,6,10,6,25
1076,lin,6,10,6,26
1077,lin,6,10,6,27
1078,lin,6,10,6,28
1079,lin,6,10,6,29
1080,lin,6,10,7,0
1081,lin,6,10,7,1
1082,lin,6,10,7,2
1083,lin,6,10,7,3
1084,lin,6,10,7,4
1085,lin,6,10,7,5
1086,lin,6,10,7,6
1087,lin,6,10,7,7
1088,lin,6,10,7,8
1089,lin,6,10,7,9
1090,lin,6,10,7,10
1091,lin,6,10,7,11
1092,lin,6,10,7,12
1093,lin,6,10,7,13
1094,lin,6,10,7,14
1095,lin,6,10,7,15
1096,lin,6,10,7,16
1097,lin,6,10,7,17
1098,lin,6,10,7,18
1099,lin,6,10,7,19
1100,lin,6,10,7,20
1101,lin,6,10,7,21
1102,lin,6,10,7,22
1103,lin,6,10,7,23
1104,lin,6,10,7,24
1105,lin,6,10,7,25
1106,lin,6,10,7,26
1107,lin,6,10,7,27
1108,lin,6,10,7,28
1109,lin,6,10,7,29
1110,lin,6,10,8,0
1111,lin,6,10,8,1
1112,lin,6,10,8,2
1113,lin,6,10,8,3
1114,lin,6,10,8,4
1115,lin,6,10,8,5
1116,lin,6,10,8,6
1117,lin,6,10,8,7
1118,lin,6,10,8,8
1119,lin,6,10,8,9
1120,lin,6,10,8,10
1121,lin,6,10,8,11
1122,lin,6,10,8,12
1123,lin,6,10,8,13
1124,lin,6,10,8,14
1125,lin,6,10,8,15
1126,lin,6,10,8,16
1127,lin,6,10,8,17
1128,lin,6,10,8,18
1129,lin,6,10,8,19
1130,lin,6,10,8,20
1131,lin,6,10,8,21
1132,lin,6,10,8,22
1133,lin,6,10,8,23
1134,lin,6,10,8,24
1135,lin,6,10,8,25
1136,lin,6,10,8,26
1137,lin,6,10,8,27
1138,lin,6,10,8,28
1139,lin,6,10,8,29
1140,lin,6,10,9,0
1141,lin,6,10,9,1
1142,lin,6,10,9,2
1143,lin,6,10,9,3
1144,lin,6,10,9,4
1145,lin,6,10,9,5
1146,lin,6,10,9,6
1147,lin,6,10,9,7
1148,lin,6,10,9,8
1149,lin,6,10,9,9
1150,lin,6,10,9,10
1151,lin,6,10,9,11
1152,lin,6,10,9,12
1153,lin,6,10,9,13
1154,lin,6,10,9,14
1155,lin,6,10,9,15
1156,lin,6,10,9,16
1157,lin,6,10,9,17
1158,lin,6,10,9,18
1159,lin,6,10,9,19
1160,lin,6,10,9,20
1161,lin,6,10,9,21
1162,lin,6,10,9,22
1163,lin,6,10,9,23
1164,lin,6,10,9,24
1165,lin,6,10,9,25
1166,lin,6,10,9,26
1167,lin,6,10,9,27
1168,lin,6,10,9,28
1169,lin,6,10,9,29
1170,lin,6,10,10,0
1171,lin,6,10,10,1
1172,lin,6,10,10,2
1173,lin,6,10,10,3
1174,lin,6,10,10,4
1175,lin,6,10,10,5
1176,lin,6,10,10,6
1177,lin,6,10,10,7
1178,lin,6,10,10,8
1179,lin,6,10,10,9
1180,lin,6,10,10,10
1181,lin,6,10,10,11
1182,lin,6,10,10,12
1183,lin,6,10,10,13
1184,lin,6,10,10,14
1185,lin,6,10,10,15
1186,lin,6,10,10,16
1187,lin,6,10,10,17
1188,lin,6,10,10,18
1189,lin,6,10,10,19
1190,lin,6,10,10,20
1191,lin,6,10,10,21
1192,lin,6,10,10,22
1193,lin,6,10,10,23
1194,lin,6,10,10,24
1195,lin,6,10,10,25
1196,lin,6,10,10,26
1197,lin,6,10,10,27
1198,lin,6,10,10,28
1199,lin,6,10,10,29
1200,lin,6,20,1,0
1201,lin,6,20,1,1
1202,lin,6,20,1,2
1203,lin,6,20,1,3
1204,lin,6,20,1,4
1205,lin,6,20,1,5
1206,lin,6,20,1,6
1207,lin,6,20,1,7
1208,lin,6,20,1,8
1209,lin,6,20,1,9
1210,lin,6,20,1,10
1211,lin,6,20,1,11
1212,lin,6,20,1,12
1213,lin,6,20,1,13
1214,lin,6,20,1,14
1215,lin,6,20,1,15
1216,lin,6,20,1,16
1217,lin,6,20,1,17
1218,lin,6,20,1,18
1219,lin,6,20,1,19
1220,lin,6,20,1,20
1221,lin,6,20,1,21
1222,lin,6,20,1,22
1223,lin,6,20,1,23
1224,lin,6,20,1,24
1225,lin,6,20,1,25
1226,lin,6,20,1,26
1227,lin,6,20,1,27
1228,lin,6,20,1,28
1229,lin,6,20,1,29
1230,lin,6,20,2,0
1231,lin,6,20,2,1
1232,lin,6,20,2,2
1233,lin,6,20,2,3
1234,lin,6,20,2,4
1235,lin,6,20,2,5
1236,lin,6,20,2,6
1237,lin,6,20,2,7
1238,lin,6,20,2,8
1239,lin,6,20,2,9
1240,lin,6,20,2,10
1241,lin,6,20,2,11
1242,lin,6,20,2,12
1243,lin,6,20,2,13
1244,lin,6,20,2,14
1245,lin,6,20,2,15
1246,lin,6,20,2,16
1247,lin,6,20,2,17
1248,lin,6,20,2,18
1249,lin,6,20,2,19
1250,lin,6,20,2,20
1251,lin,6,20,2,21
1252,lin,6,20,2,22
1253,lin,6,20,2,23
1254,lin,6,20,2,24
1255,lin,6,20,2,25
1256,lin,6,20,2,26
1257,lin,6,20,2,27
1258,lin,6,20,2,28
1259,lin,6,20,2,29
1260,lin,6,20,3,0
1261,lin,6,20,3,1
1262,lin,6,20,3,2
1263,lin,6,20,3,3
1264,lin,6,20,3,4
1265,lin,6,20,3,5
1266,lin,6,20,3,6
1267,lin,6,20,3,7
1268,lin,6,20,3,8
1269,lin,6,20,3,9
1270,lin,6,20,3,10
1271,lin,6,20,3,11
1272,lin,6,20,3,12
1273,lin,6,20,3,13
1274,lin,6,20,3,14
1275,lin,6,20,3,15
1276,lin,6,20,3,16
1277,lin,6,20,3,17
1278,lin,6,20,3,18
1279,lin,6,20,3,19
1280,lin,6,20,3,20
1281,lin,6,20,3,21
1282,lin,6,20,3,22
1283,lin,6,20,3,23
1284,lin,6,20,3,24
1285,lin,6,20,3,25
1286,lin,6,20,3,26
1287,lin,6,20,3,27
1288,lin,6,20,3,28
1289,lin,6,20,3,29
1290,lin,6,20,4,0
1291,lin,6,20,4,1
1292,lin,6,20,4,2
1293,lin,6,20,4,3
1294,lin,6,20,4,4
1295,lin,6,20,4,5
1296,lin,6,20,4,6
1297,lin,6,20,4,7
1298,lin,6,20,4,8
1299,lin,6,20,4,9
1300,lin,6,20,4,10
1301,lin,6,20,4,11
1302,lin,6,20,4,12
1303,lin,6,20,4,13
1304,lin,6,20,4,14
1305,lin,6,20,4,15
1306,lin,6,20,4,16
1307,lin,6,20,4,17
1308,lin,6,20,4,18
1309,lin,6,20,4,19
1310,lin,6,20,4,20
1311,lin,6,20,4,21
1312,lin,6,20,4,22
1313,lin,6,20,4,23
1314,lin,6,20,4,24
1315,lin,6,20,4,25
1316,lin,6,20,4,26
1317,lin,6,20,4,27
1318,lin,6,20,4,28
1319,lin,6,20,4,29
1320,lin,6,20,5,0
1321,lin,6,20,5,1
1322,lin,6,20,5,2
1323,lin,6,20,5,3
1324,lin,6,20,5,4
1325,lin,6,20,5,5
1326,lin,6,20,5,6
1327,lin,6,20,5,7
1328,lin,6,20,5,8
1329,lin,6,20,5,9
1330,lin,6,20,5,10
1331,lin,6,20,5,11
1332,lin,6,20,5,12
1333,lin,6,20,5,13
1334,lin,6,20,5,14
1335,lin,6,20,5,15
1336,lin,6,20,5,16
1337,lin,6,20,5,17
1338,lin,6,20,5,18
1339,lin,6,20,5,19
1340,lin,6,20,5,20
1341,lin,6,20,5,21
1342,lin,6,20,5,22
1343,lin,6,20,5,23
1344,lin,6,20,5,24
1345,lin,6,20,5,25
1346,lin,6,20,5,26
1347,lin,6,20,5,27
1348,lin,6,20,5,28
1349,lin,6,20,5,29
1350,lin,6,20,6,0
1351,lin,6,20,6,1
1352,lin,6,20,6,2
1353,lin,6,20,6,3
1354,lin,6,20,6,4
1355,lin,6,20,6,5
1356,lin,6,20,6,6
1357,lin,6,20,6,7
1358,lin,6,20,6,8
1359,lin,6,20,6,9
1360,lin,6,20,6,10
1361,lin,6,20,6,11
1362,lin,6,20,6,12
1363,lin,6,20,6,13
1364,lin,6,20,6,14
1365,lin,6,20,6,15
1366,lin,6,20,6,16
1367,lin,6,20,6,17
1368,lin,6,20,6,18
1369,lin,6,20,6,19
1370,lin,6,20,6,20
1371,lin,6,20,6,21
1372,lin,6,20,6,22
1373,lin,6,20,6,23
1374,lin,6,20,6,24
1375,lin,6,20,6,25
1376,lin,6,20,6,26
1377,lin,6,20,6,27
1378,lin,6,20,6,28
1379,lin,6,20,6,29
1380,lin,6,20,7,0
1381,lin,6,20,7,1
1382,lin,6,20,7,2
1383,lin,6,20,7,3
1384,lin,6,20,7,4
1385,lin,6,20,7,5
1386,lin,6,20,7,6
1387,lin,6,20,7,7
1388,lin,6,20,7,8
1389,lin,6,20,7,9
1390,lin,6,20,7,10
1391,lin,6,20,7,11
1392,lin,6,20,7,12
1393,lin,6,20,7,13
1394,lin,6,20,7,14
1395,lin,6,20,7,15
1396,lin,6,20,7,16
1397,lin,6,20,7,17
1398,lin,6,20,7,18
1399,lin,6,20,7,19
1400,lin,6,20,7,20
1401,lin,6,20,7,21
1402,lin,6,20,7,22
1403,lin,6,20,7,23
1404,lin,6,20,7,24
1405,lin,6,20,7,25
1406,lin,6,20,7,26
1407,lin,6,20,7,27
1408,lin,6,20,7,28
1409,lin,6,20,7,29
1410,lin,6,20,8,0
1411,lin,6,20,8,1
1412,lin,6,20,8,2
1413,lin,6,20,8,3
1414,lin,6,20,8,4
1415,lin,6,20,8,5
1416,lin,6,20,8,6
1417,lin,6,20,8,7
1418,lin,6,20,8,8
1419,lin,6,20,8,9
1420,lin,6,20,8,10
1421,lin,6,20,8,11
1422,lin,6,20,8,12
1423,lin,6,20,8,13
1424,lin,6,20,8,14
1425,lin,6,20,8,15
1426,lin,6,20,8,16
1427,lin,6,20,8,17
1428,lin,6,20,8,18
1429,lin,6,20,8,19
1430,lin,6,20,8,20
1431,lin,6,20,8,21
1432,lin,6,20,8,22
1433,lin,6,20,8,23
1434,lin,6,20,8,24
1435,lin,6,20,8,25
1436,lin,6,20,8,26
1437,lin,6,20,8,27
1438,lin,6,20,8,28
1439,lin,6,20,8,29
1440,lin,6,20,9,0
1441,lin,6,20,9,1
1442,lin,6,20,9,2
1443,lin,6,20,9,3
1444,lin,6,20,9,4
1445,lin,6,20,9,5
1446,lin,6,20,9,6
1447,lin,6,20,9,7
1448,lin,6,20,9,8
1449,lin,6,20,9,9
1450,lin,6,20,9,10
1451,lin,6,20,9,11
1452,lin,6,20,9,12
1453,lin,6,20,9,13
1454,lin,6,20,9,14
1455,lin,6,20,9,15
1456,lin,6,20,9,16
1457,lin,6,20,9,17
1458,lin,6,20,9,18
1459,lin,6,20,9,19
1460,lin,6,20,9,20
1461,lin,6,20,9,21
1462,lin,6,20,9,22
1463,lin,6,20,9,23
1464,lin,6,20,9,24
1465,lin,6,20,9,25
1466,lin,6,20,9,26
1467,lin,6,20,9,27
1468,lin,6,20,9,28
1469,lin,6,20,9,29
1470,lin,6,20,10,0
1471,lin,6,20,10,1
1472,lin,6,20,10,2
1473,lin,6,20,10,3
1474,lin,6,20,10,4
1475,lin,6,20,10,5
1476,lin,6,20,10,6
1477,lin,6,20,10,7
1478,lin,6,20,10,8
1479,lin,6,20,10,9
1480,lin,6,20,10,10
1481,lin,6,20,10,11
1482,lin,6,20,10,12
1483,lin,6,20,10,13
1484,lin,6,20,10,14
1485,lin,6,20,10,15
1486,lin,6,20,10,16
1487,lin,6,20,10,17
1488,lin,6,20,10,18
1489,lin,6,20,10,19
1490,lin,6,20,10,20
1491,lin,6,20,10,21
1492,lin,6,20,10,22
1493,lin,6,20,10,23
1494,lin,6,20,10,24
1495,lin,6,20,10,25
1496,lin,6,20,10,26
1497,lin,6,20,10,27
1498,lin,6,20,10,28
1499,lin,6,20,10,29
1500,lin,6,30,1,0
1501,lin,6,30,1,1
1502,lin,6,30,1,2
1503,lin,6,30,1,3
1504,lin,6,30,1,4
1505,lin,6,30,1,5
1506,lin,6,30,1,6
1507,lin,6,30,1,7
1508,lin,6,30,1,8
1509,lin,6,30,1,9
1510,lin,6,30,1,10
1511,lin,6,30,1,11
1512,lin,6,30,1,12
1513,lin,6,30,1,13
1514,lin,6,30,1,14
1515,lin,6,30,1,15
1516,lin,6,30,1,16
1517,lin,6,30,1,17
1518,lin,6,30,1,18
1519,lin,6,30,1,19
1520,lin,6,30,1,20
1521,lin,6,30,1,21
1522,lin,6,30,1,22
1523,lin,6,30,1,23
1524,lin,6,30,1,24
1525,lin,6,30,1,25
1526,lin,6,30,1,26
1527,lin,6,30,1,27
1528,lin,6,30,1,28
1529,lin,6,30,1,29
1530,lin,6,30,2,0
1531,lin,6,30,2,1
1532,lin,6,30,2,2
1533,lin,6,30,2,3
1534,lin,6,30,2,4
1535,lin,6,30,2,5
1536,lin,6,30,2,6
1537,lin,6,30,2,7
1538,lin,6,30,2,8
1539,lin,6,30,2,9
1540,lin,6,30,2,10
1541,lin,6,30,2,11
1542,lin,6,30,2,12
1543,lin,6,30,2,13
1544,lin,6,30,2,14
1545,lin,6,30,2,15
1546,lin,6,30,2,16
1547,lin,6,30,2,17
1548,lin,6,30,2,18
1549,lin,6,30,2,19
1550,lin,6,30,2,20
1551,lin,6,30,2,21
1552,lin,6,30,2,22
1553,lin,6,30,2,23
1554,lin,6,30,2,24
1555,lin,6,30,2,25
1556,lin,6,30,2,26
1557,lin,6,30,2,27
1558,lin,6,30,2,28
1559,lin,6,30,2,29
1560,lin,6,30,3,0
1561,lin,6,30,3,1
1562,lin,6,30,3,2
1563,lin,6,30,3,3
1564,lin,6,30,3,4
1565,lin,6,30,3,5
1566,lin,6,30,3,6
1567,lin,6,30,3,7
1568,lin,6,30,3,8
1569,lin,6,30,3,9
1570,lin,6,30,3,10
1571,lin,6,30,3,11
1572,lin,6,30,3,12
1573,lin,6,30,3,13
1574,lin,6,30,3,14
1575,lin,6,30,3,15
1576,lin,6,30,3,16
1577,lin,6,30,3,17
1578,lin,6,30,3,18
1579,lin,6,30,3,19
1580,lin,6,30,3,20
1581,lin,6,30,3,21
1582,lin,6,30,3,22
1583,lin,6,30,3,23
1584,lin,6,30,3,24
1585,lin,6,30,3,25
1586,lin,6,30,3,26
1587,lin,6,30,3,27
1588,lin,6,30,3,28
1589,lin,6,30,3,29
1590,lin,6,30,4,0
1591,lin,6,30,4,1
1592,lin,6,30,4,2
1593,lin,6,30,4,3
1594,lin,6,30,4,4
1595,lin,6,30,4,5
1596,lin,6,30,4,6
1597,lin,6,30,4,7
1598,lin,6,30,4,8
1599,lin,6,30,4,9
1600,lin,6,30,4,10
1601,lin,6,30,4,11
1602,lin,6,30,4,12
1603,lin,6,30,4,13
1604,lin,6,30,4,14
1605,lin,6,30,4,15
1606,lin,6,30,4,16
1607,lin,6,30,4,17
1608,lin,6,30,4,18
1609,lin,6,30,4,19
1610,lin,6,30,4,20
1611,lin,6,30,4,21
1612,lin,6,30,4,22
1613,lin,6,30,4,23
1614,lin,6,30,4,24
1615,lin,6,30,4,25
1616,lin,6,30,4,26
1617,lin,6,30,4,27
1618,lin,6,30,4,28
1619,lin,6,30,4,29
1620,lin,6,30,5,0
1621,lin,6,30,5,1
1622,lin,6,30,5,2
1623,lin,6,30,5,3
1624,lin,6,30,5,4
1625,lin,6,30,5,5
1626,lin,6,30,5,6
1627,lin,6,30,5,7
1628,lin,6,30,5,8
1629,lin,6,30,5,9
1630,lin,6,30,5,10
1631,lin,6,30,5,11
1632,lin,6,30,5,12
1633,lin,6,30,5,13
1634,lin,6,30,5,14
1635,lin,6,30,5,15
1636,lin,6,30,5,16
1637,lin,6,30,5,17
1638,lin,6,30,5,18
1639,lin,6,30,5,19
1640,lin,6,30,5,20
1641,lin,6,30,5,21
1642,lin,6,30,5,22
1643,lin,6,30,5,23
1644,lin,6,30,5,24
1645,lin,6,30,5,25
1646,lin,6,30,5,26
1647,lin,6,30,5,27
1648,lin,6,30,5,28
1649,lin,6,30,5,29
1650,lin,6,30,6,0
1651,lin,6,30,6,1
1652,lin,6,30,6,2
1653,lin,6,30,6,3
1654,lin,6,30,6,4
1655,lin,6,30,6,5
1656,lin,6,30,6,6
1657,lin,6,30,6,7
1658,lin,6,30,6,8
1659,lin,6,30,6,9
1660,lin,6,30,6,10
1661,lin,6,30,6,11
1662,lin,6,30,6,12
1663,lin,6,30,6,13
1664,lin,6,30,6,14
1665,lin,6,30,6,15
1666,lin,6,30,6,16
1667,lin,6,30,6,17
1668,lin,6,30,6,18
1669,lin,6,30,6,19
1670,lin,6,30,6,20
1671,lin,6,30,6,21
1672,lin,6,30,6,22
1673,lin,6,30,6,23
1674,lin,6,30,6,24
1675,lin,6,30,6,25
1676,lin,6,30,6,26
1677,lin,6,30,6,27
1678,lin,6,30,6,28
1679,lin,6,30,6,29
1680,lin,6,30,7,0
1681,lin,6,30,7,1
1682,lin,6,30,7,2
1683,lin,6,30,7,3
1684,lin,6,30,7,4
1685,lin,6,30,7,5
1686,lin,6,30,7,6
1687,lin,6,30,7,7
1688,lin,6,30,7,8
1689,lin,6,30,7,9
1690,lin,6,30,7,10
1691,lin,6,30,7,11
1692,lin,6,30,7,12
1693,lin,6,30,7,13
1694,lin,6,30,7,14
1695,lin,6,30,7,15
1696,lin,6,30,7,16
1697,lin,6,30,7,17
1698,lin,6,30,7,18
1699,lin,6,30,7,19
1700,lin,6,30,7,20
1701,lin,6,30,7,21
1702,lin,6,30,7,22
1703,lin,6,30,7,23
1704,lin,6,30,7,24
1705,lin,6,30,7,25
1706,lin,6,30,7,26
1707,lin,6,30,7,27
1708,lin,6,30,7,28
1709,lin,6,30,7,29
1710,lin,6,30,8,0
1711,lin,6,30,8,1
1712,lin,6,30,8,2
1713,lin,6,30,8,3
1714,lin,6,30,8,4
1715,lin,6,30,8,5
1716,lin,6,30,8,6
1717,lin,6,30,8,7
1718,lin,6,30,8,8
1719,lin,6,30,8,9
1720,lin,6,30,8,10
1721,lin,6,30,8,11
1722,lin,6,30,8,12
1723,lin,6,30,8,13
1724,lin,6,30,8,14
1725,lin,6,30,8,15
1726,lin,6,30,8,16
1727,lin,6,30,8,17
1728,lin,6,30,8,18
1729,lin,6,30,8,19
1730,lin,6,30,8,20
1731,lin,6,30,8,21
1732,lin,6,30,8,22
1733,lin,6,30,8,23
1734,lin,6,30,8,24
1735,lin,6,30,8,25
1736,lin,6,30,8,26
1737,lin,6,30,8,27
1738,lin,6,30,8,28
1739,lin,6,30,8,29
1740,lin,6,30,9,0
1741,lin,6,30,9,1
1742,lin,6,30,9,2
1743,lin,6,30,9,3
1744,lin,6,30,9,4
1745,lin,6,30,9,5
1746,lin,6,30,9,6
1747,lin,6,30,9,7
1748,lin,6,30,9,8
1749,lin,6,30,9,9
1750,lin,6,30,9,10
1751,lin,6,30,9,11
1752,lin,6,30,9,12
1753,lin,6,30,9,13
1754,lin,6,30,9,14
1755,lin,6,30,9,15
1756,lin,6,30,9,16
1757,lin,6,30,9,17
1758,lin,6,30,9,18
1759,lin,6,30,9,19
1760,lin,6,30,9,20
1761,lin,6,30,9,21
1762,lin,6,30,9,22
1763,lin,6,30,9,23
1764,lin,6,30,9,24
1765,lin,6,30,9,25
1766,lin,6,30,9,26
1767,lin,6,30,9,27
1768,lin,6,30,9,28
1769,lin,6,30,9,29
1770,lin,6,30,10,0
1771,lin,6,30,10,1
1772,lin,6,30,10,2
1773,lin,6,30,10,3
1774,lin,6,30,10,4
1775,lin,6,30,10,5
1776,lin,6,30,10,6
1777,lin,6,30,10,7
1778,lin,6,30,10,8
1779,lin,6,30,10,9
1780,lin,6,30,10,10
1781,lin,6,30,10,11
1782,lin,6,30,10,12
1783,lin,6,30,10,13
1784,lin,6,30,10,14
1785,lin,6,30,10,15
1786,lin,6,30,10,16
1787,lin,6,30,10,17
1788,lin,6,30,10,18
1789,lin,6,30,10,19
1790,lin,6,30,10,20
1791,lin,6,30,10,21
1792,lin,6,30,10,22
1793,lin,6,30,10,23
1794,lin,6,30,10,24
1795,lin,6,30,10,25
1796,lin,6,30,10,26
1797,lin,6,30,10,27
1798,lin,6,30,10,28
1799,lin,6,30,10,29
1800,lin,10,10,1,0
1801,lin,10,10,1,1
1802,lin,10,10,1,2
1803,lin,10,10,1,3
1804,lin,10,10,1,4
1805,lin,10,10,1,5
1806,lin,10,10,1,6
1807,lin,10,10,1,7
1808,lin,10,10,1,8
1809,lin,10,10,1,9
1810,lin,10,10,1,10
1811,lin,10,10,1,11
1812,lin,10,10,1,12
1813,lin,10,10,1,13
1814,lin,10,10,1,14
1815,lin,10,10,1,15
1816,lin,10,10,1,16
1817,lin,10,10,1,17
1818,lin,10,10,1,18
1819,lin,10,10,1,19
1820,lin,10,10,1,20
1821,lin,10,10,1,21
1822,lin,10,10,1,22
1823,lin,10,10,1,23
1824,lin,10,10,1,24
1825,lin,10,10,1,25
1826,lin,10,10,1,26
1827,lin,10,10,1,27
1828,lin,10,10,1,28
1829,lin,10,10,1,29
1830,lin,10,10,2,0
1831,lin,10,10,2,1
1832,lin,10,10,2,2
1833,lin,10,10,2,3
1834,lin,10,10,2,4
1835,lin,10,10,2,5
1836,lin,10,10,2,6
1837,lin,10,10,2,7
1838,lin,10,10,2,8
1839,lin,10,10,2,9
1840,lin,10,10,2,10
1841,lin,10,10,2,11
1842,lin,10,10,2,12
1843,lin,10,10,2,13
1844,lin,10,10,2,14
1845,lin,10,10,2,15
1846,lin,10,10,2,16
1847,lin,10,10,2,17
1848,lin,10,10,2,18
1849,lin,10,10,2,19
1850,lin,10,10,2,20
1851,lin,10,10,2,21
1852,lin,10,10,2,22
1853,lin,10,10,2,23
1854,lin,10,10,2,24
1855,lin,10,10,2,25
1856,lin,10,10,2,26
1857,lin,10,10,2,27
1858,lin,10,10,2,28
1859,lin,10,10,2,29
1860,lin,10,10,3,0
1861,lin,10,10,3,1
1862,lin,10,10,3,2
1863,lin,10,10,3,3
1864,lin,10,10,3,4
1865,lin,10,10,3,5
1866,lin,10,10,3,6
1867,lin,10,10,3,7
1868,lin,10,10,3,8
1869,lin,10,10,3,9
1870,lin,10,10,3,10
1871,lin,10,10,3,11
1872,lin,10,10,3,12
1873,lin,10,10,3,13
1874,lin,10,10,3,14
1875,lin,10,10,3,15
1876,lin,10,10,3,16
1877,lin,10,10,3,17
1878,lin,10,10,3,18
1879,lin,10,10,3,19
1880,lin,10,10,3,20
1881,lin,10,10,3,21
1882,lin,10,10,3,22
1883,lin,10,10,3,23
1884,lin,10,10,3,24
1885,lin,10,10,3,25
1886,lin,10,10,3,26
1887,lin,10,10,3,27
1888,lin,10,10,3,28
1889,lin,10,10,3,29
1890,lin,10,10,4,0
1891,lin,10,10,4,1
1892,lin,10,10,4,2
1893,lin,10,10,4,3
1894,lin,10,10,4,4
1895,lin,10,10,4,5
1896,lin,10,10,4,6
1897,lin,10,10,4,7
1898,lin,10,10,4,8
1899,lin,10,10,4,9
1900,lin,10,10,4,10
1901,lin,10,10,4,11
1902,lin,10,10,4,12
1903,lin,10,10,4,13
1904,lin,10,10,4,14
1905,lin,10,10,4,15
1906,lin,10,10,4,16
1907,lin,10,10,4,17
1908,lin,10,10,4,18
1909,lin,10,10,4,19
1910,lin,10,10,4,20
1911,lin,10,10,4,21
1912,lin,10,10,4,22
1913,lin,10,10,4,23
1914,lin,10,10,4,24
1915,lin,10,10,4,25
1916,lin,10,10,4,26
1917,lin,10,10,4,27
1918,lin,10,10,4,28
1919,lin,10,10,4,29
1920,lin,10,10,5,0
1921,lin,10,10,5,1
1922,lin,10,10,5,2
1923,lin,10,10,5,3
1924,lin,10,10,5,4
1925,lin,10,10,5,5
1926,lin,10,10,5,6
1927,lin,10,10,5,7
1928,lin,10,10,5,8
1929,lin,10,10,5,9
1930,lin,10,10,5,10
1931,lin,10,10,5,11
1932,lin,10,10,5,12
1933,lin,10,10,5,13
1934,lin,10,10,5,14
1935,lin,10,10,5,15
1936,lin,10,10,5,16
1937,lin,10,10,5,17
1938,lin,10,10,5,18
1939,lin,10,10,5,19
1940,lin,10,10,5,20
1941,lin,10,10,5,21
1942,lin,10,10,5,22
1943,lin,10,10,5,23
1944,lin,10,10,5,24
1945,lin,10,10,5,25
1946,lin,10,10,5,26
1947,lin,10,10,5,27
1948,lin,10,10,5,28
1949,lin,10,10,5,29
1950,lin,10,10,6,0
1951,lin,10,10,6,1
1952,lin,10,10,6,2
1953,lin,10,10,6,3
1954,lin,10,10,6,4
1955,lin,10,10,6,5
1956,lin,10,10,6,6
1957,lin,10,10,6,7
1958,lin,10,10,6,8
1959,lin,10,10,6,9
1960,lin,10,10,6,10
1961,lin,10,10,6,11
1962,lin,10,10,6,12
1963,lin,10,10,6,13
1964,lin,10,10,6,14
1965,lin,10,10,6,15
1966,lin,10,10,6,16
1967,lin,10,10,6,17
1968,lin,10,10,6,18
1969,lin,10,10,6,19
1970,lin,10,10,6,20
1971,lin,10,10,6,21
1972,lin,10,10,6,22
1973,lin,10,10,6,23
1974,lin,10,10,6,24
1975,lin,10,10,6,25
1976,lin,10,10,6,26
1977,lin,10,10,6,27
1978,lin,10,10,6,28
1979,lin,10,10,6,29
1980,lin,10,10,7,0
1981,lin,10,10,7,1
1982,lin,10,10,7,2
1983,lin,10,10,7,3
1984,lin,10,10,7,4
1985,lin,10,10,7,5
1986,lin,10,10,7,6
1987,lin,10,10,7,7
1988,lin,10,10,7,8
1989,lin,10,10,7,9
1990,lin,10,10,7,10
1991,lin,10,10,7,11
1992,lin,10,10,7,12
1993,lin,10,10,7,13
1994,lin,10,10,7,14
1995,lin,10,10,7,15
1996,lin,10,10,7,16
1997,lin,10,10,7,17
1998,lin,10,10,7,18
1999,lin,10,10,7,19
2000,lin,10,10,7,20
2001,lin,10,10,7,21
2002,lin,10,10,7,22
2003,lin,10,10,7,23
2004,lin,10,10,7,24
2005,lin,10,10,7,25
2006,lin,10,10,7,26
2007,lin,10,10,7,27
2008,lin,10,10,7,28
2009,lin,10,10,7,29
2010,lin,10,10,8,0
2011,lin,10,10,8,1
2012,lin,10,10,8,2
2013,lin,10,10,8,3
2014,lin,10,10,8,4
2015,lin,10,10,8,5
2016,lin,10,10,8,6
2017,lin,10,10,8,7
2018,lin,10,10,8,8
2019,lin,10,10,8,9
2020,lin,10,10,8,10
2021,lin,10,10,8,11
2022,lin,10,10,8,12
2023,lin,10,10,8,13
2024,lin,10,10,8,14
2025,lin,10,10,8,15
2026,lin,10,10,8,16
2027,lin,10,10,8,17
2028,lin,10,10,8,18
2029,lin,10,10,8,19
2030,lin,10,10,8,20
2031,lin,10,10,8,21
2032,lin,10,10,8,22
2033,lin,10,10,8,23
2034,lin,10,10,8,24
2035,lin,10,10,8,25
2036,lin,10,10,8,26
2037,lin,10,10,8,27
2038,lin,10,10,8,28
2039,lin,10,10,8,29
2040,lin,10,10,9,0
2041,lin,10,10,9,1
2042,lin,10,10,9,2
2043,lin,10,10,9,3
2044,lin,10,10,9,4
2045,lin,10,10,9,5
2046,lin,10,10,9,6
2047,lin,10,10,9,7
2048,lin,10,10,9,8
2049,lin,10,10,9,9
2050,lin,10,10,9,10
2051,lin,10,10,9,11
2052,lin,10,10,9,12
2053,lin,10,10,9,13
2054,lin,10,10,9,14
2055,lin,10,10,9,15
2056,lin,10,10,9,16
2057,lin,10,10,9,17
2058,lin,10,10,9,18
2059,lin,10,10,9,19
2060,lin,10,10,9,20
2061,lin,10,10,9,21
2062,lin,10,10,9,22
2063,lin,10,10,9,23
2064,lin,10,10,9,24
2065,lin,10,10,9,25
2066,lin,10,10,9,26
2067,lin,10,10,9,27
